,0,1
0,40.84955903634535,-73.81807260873057
1,40.68643287846413,-73.78662907370754
2,40.597728456122184,-73.74514499880924
3,40.70445329723377,-73.90697680199582
4,40.86465690777491,-73.84864227392974
5,40.80941087826548,-73.83592526837121
6,40.871981611754165,-73.87250867705818
7,40.65538116318848,-73.86456006003054
8,40.8755675666655,-73.83616476008615
9,40.61385448017423,-73.93772636621964
10,40.6755926829927,-73.89948513213653
11,40.6797346830155,-73.84194730220452
12,40.69636593012737,-73.91308640516017
13,40.750290362537726,-73.8723165103865
14,40.719180850171156,-73.7450074312227
15,40.73416340904768,-73.77974125340337
16,40.614591111204085,-74.00817792652234
17,40.59493224724641,-73.7514477249102
18,40.73936041044823,-73.98531389573235
19,40.847677080466966,-73.89091409252376
20,40.67154279930471,-73.85233322200258
21,40.85418879178016,-73.8439729921789
22,40.82212687351624,-73.9564083636935
23,40.592992491971174,-73.92839941889916
24,40.840247312191835,-73.8713408731357
25,40.89787750413887,-73.89492982133469
26,40.77128589159463,-73.97800054624953
27,40.81988321377091,-73.94131848862034
28,40.87153488922693,-73.88965642170864
29,40.61154610479947,-74.02299533567384
30,40.70568335420734,-73.85998763485183
31,40.691494000849005,-73.79535425663175
32,40.84609018457631,-73.85011267735526
33,40.85803033667663,-73.89987908072182
34,40.737696516934655,-73.8483204284944
35,40.6561661599699,-73.73005165293118
36,40.57683752137532,-73.84037007481734
37,40.63999596049874,-73.94726384912012
38,40.6086872979654,-73.83298461527946
39,40.68951409630277,-73.87222079980704
40,40.789686609419455,-73.77953323203495
41,40.6802842120402,-73.82060026772416
42,40.90102668843899,-73.87572535821924
43,40.68599859130576,-73.80370878617146
44,40.75658186460932,-73.93461754243371
45,40.71018203651679,-73.89008596344549
46,40.70343269589282,-73.94542195479927
47,40.5538612438607,-73.91199837817271
48,40.62959291284693,-74.03866033830961
49,40.685868216731954,-74.00886783593103
50,40.663171862094664,-73.76659492741689
51,40.74072301079335,-73.83345394831647
52,40.67412589556617,-73.85456351096197
53,40.75722584481499,-73.80836527117862
54,40.68771132304886,-73.94054512206202
55,40.76444914075026,-73.93705812180026
56,40.73642501079445,-73.79479389156604
57,40.77714409363365,-73.95681500618592
58,40.601634913255126,-73.9009940233456
59,40.62174090158992,-74.03620958849798
60,40.7835654070758,-73.9142300050813
61,40.761188696675184,-73.85987462777858
62,40.867932191415754,-73.92599466896428
63,40.730060847115276,-73.73254558264262
64,40.67434711414303,-73.84602570304254
65,40.65948339470967,-74.00782175191725
66,40.67533480376775,-73.80760531402196
67,40.68375177552683,-73.98954866473908
68,40.68180194591765,-73.7608279319695
69,40.6586280030544,-73.8411855150888
70,40.63316185238074,-73.90644113490598
71,40.803338411084496,-73.96639651391814
72,40.812010512967944,-73.93887430298544
73,40.601583911756485,-74.00126204362792
74,40.836876372572675,-73.8990882452236
75,40.81617606546274,-73.88117072603728
76,40.61482368224814,-73.99965062483207
77,40.83170102726007,-73.89460735916956
78,40.70689433092252,-73.81299781531607
79,40.86575377045233,-73.80577949792772
80,40.63930796973932,-73.97285910097554
81,40.64157926510449,-73.887540724208
82,40.7212315739206,-73.76859932699112
83,40.59723630198078,-73.96695789891032
84,40.6507695602195,-73.83876664221968
85,40.689491380378406,-73.97267423989791
86,40.64853425524336,-73.9241007437888
87,40.71613121168767,-73.8646457884954
88,40.72360221790219,-73.77937383904812
89,40.58703717445158,-73.95376625646745
90,40.746114485801456,-73.82936837809865
91,40.58267659799778,-73.91947840664746
92,40.589271313085305,-73.96878225685197
93,40.67233347470846,-73.92286517579178
94,40.638031956671256,-74.01978310227196
95,40.61786578418413,-73.98483094056922
96,40.88245104626152,-73.87718620881527
97,40.756922243419254,-73.92178806798546
98,40.720741563259324,-73.89047819947287
99,40.71508604017664,-73.80259754921573
100,40.640904478753,-73.91313649311748
101,40.66080211374886,-73.75583502454923
102,40.732186566953835,-73.95722087051205
103,40.58335288955791,-73.8939142799533
104,40.886148891876836,-73.8365461977323
105,40.743638182277984,-73.8228609197731
106,40.7609665144996,-73.86842826634627
107,40.76305171018226,-73.78716786581884
108,40.77748113209738,-73.84334035167919
109,40.64965977101389,-73.8814339738424
110,40.66143127653834,-73.83487912178181
111,40.651161255239685,-74.02244260787269
112,40.76007146165395,-73.90264259686651
113,40.717369736919274,-73.91815407918652
114,40.87881545471351,-73.81267890402594
115,40.84913603882824,-73.93600451621926
116,40.81954205237668,-73.85343470737527
117,40.60603909877542,-74.03131055775498
118,40.75634854001258,-73.84257635037777
119,40.76366354780863,-73.86638666677169
120,40.63258259539565,-73.82743897849058
121,40.791077022702936,-73.82883993632079
122,40.691494906581234,-73.9962653767833
123,40.71282618240411,-73.78755127564737
124,40.55666500619297,-73.90570988031644
125,40.76983103115516,-73.83235983379492
126,40.65873820331288,-73.83691803654966
127,40.72920586252258,-73.76673613793676
128,40.74208869825876,-73.88271299255817
129,40.67884724700522,-73.87610228527186
130,40.70073657074351,-73.84698108603426
131,40.62250118386879,-73.91031031671845
132,40.59488720165962,-73.95620127823265
133,40.60861674319767,-74.0335478756625
134,40.71927123234662,-73.9460289782174
135,40.759733208192586,-73.91547287510774
136,40.6204338376645,-73.78646007094501
137,40.765887207034886,-73.98207170950572
138,40.71037586221236,-73.98204037879412
139,40.74556155375853,-73.951317092611
140,40.71815756754186,-73.88824365562414
141,40.596543905347566,-73.99252998661174
142,40.73038048247286,-73.82452643762625
143,40.73512885823565,-73.74127264654092
144,40.74374008336165,-73.71375404277829
145,40.78466849919962,-73.97209767683445
146,40.83844571466801,-73.93988488561392
147,40.74664477312714,-74.00914047636304
148,40.81436618676076,-73.84896067482975
149,40.6170528613349,-74.01467821890884
150,40.76163682140841,-73.94337276435115
151,40.67092512021556,-73.77327073521543
152,40.603000492419596,-73.74532435027162
153,40.69309449675894,-73.83601787048804
154,40.736081516751526,-73.70280370947093
155,40.674567702911894,-73.83748787420545
156,40.62236344527945,-73.81426920304017
157,40.550489518187014,-73.93957510885453
158,40.66189354019524,-73.9181982093693
159,40.64325909574166,-73.92390112607015
160,40.70073617311528,-73.94745653108204
161,40.754092416045154,-73.82751443331178
